player_id,player_display_name,position,team,week,def_tackles_solo,def_tackle_assists,def_tackles_for_loss,def_fumbles_forced,def_sacks,def_qb_hits,def_interceptions,def_pass_defended,def_tds,def_fumble_recovery_opp
00-0036995,Baron Browning,LB,ARI,2,1,0,1,0,0.0,1,1,1,0,0
00-0036996,Greg Newsome II,CB,CLE,2,5,1,1,0,0.0,0,0,0,0,0
00-0036998,Jevon Holland,SAF,NYG,2,6,1,0,0,0.0,0,0,0,0,0
00-0037000,Monty Rice,LB,DET,2,0,2,0,0,0.0,0,0,0,0,0
00-0037003,Chazz Surratt,LB,SEA,2,0,1,0,0,0.0,0,0,0,0,0
00-0037005,Tommy Tremble,TE,CAR,2,1,0,0,0,0.0,0,0,0,0,0
00-0037007,Patrick Jones II,LB,CAR,2,3,1,1,0,0.0,1,0,1,0,0
00-0037034,Dee Alford,CB,ATL,2,3,1,0,0,0.0,0,0,0,0,0
00-0037051,Elijah Garcia,DE,NYG,2,1,0,1,0,1.0,1,0,0,0,0
00-0037073,Jordan Davis,DT,PHI,2,3,2,0,0,0.0,0,0,2,0,0
00-0037074,Quay Walker,LB,GB,2,4,4,0,0,0.0,1,0,0,0,0
00-0037075,Devonte Wyatt,DT,GB,2,2,0,1,0,1.0,2,0,2,0,0
00-0037079,Riq Woolen,CB,SEA,2,3,0,0,0,0.0,0,0,0,0,0
00-0037082,Dominique Robinson,DE,CHI,2,1,0,0,0,0.0,0,0,0,0,0
00-0037083,Kingsley Enagbare,LB,GB,2,2,0,0,0,0.0,0,0,0,0,0
00-0037085,Tyler Badie,RB,DEN,2,0,1,0,0,0.0,0,0,0,0,0
00-0037093,Dareke Young,WR,SEA,2,0,1,0,0,0.0,0,0,0,0,0
00-0037106,Jaylon Jones,DB,CHI,2,0,1,0,0,0.0,0,0,0,0,0
00-0037109,Jack Sanborn,LB,DAL,2,4,4,0,0,0.0,0,0,0,0,0
00-0037129,Josh Blackwell,CB,CHI,2,1,0,0,0,0.0,0,0,0,0,0
00-0037130,Reed Blankenship,SAF,PHI,2,0,2,0,0,0.0,0,0,0,0,0
00-0037137,Josh Jobe,CB,SEA,2,3,1,0,0,0.0,0,0,1,0,0
00-0037155,Tony Adams,SAF,NYJ,2,4,1,0,0,0.0,0,0,0,0,0
00-0037190,Sauce Gardner,CB,NYJ,2,3,0,0,0,0.0,0,0,1,0,0
00-0037191,Trent McDuffie,CB,KC,2,3,0,0,0,0.0,0,0,1,0,0
00-0037192,George Karlaftis,DE,KC,2,1,2,0,0,0.0,0,0,0,0,0
00-0037193,Bryan Cook,SAF,KC,2,4,0,0,0,0.0,0,0,1,0,0
00-0037195,Jaylen Watson,CB,KC,2,2,7,0,0,0.0,0,0,0,0,0
00-0037205,Brenden Schooler,SAF,NE,2,0,1,0,0,0.0,0,0,0,0,0
00-0037235,Travon Walker,DE,JAX,2,3,2,1,0,1.0,3,0,1,0,0
00-0037236,Aidan Hutchinson,DE,DET,2,1,1,1,0,1.0,1,0,0,0,0
00-0037237,Derek Stingley Jr.,CB,HOU,2,3,0,0,0,0.0,0,0,2,0,0
00-0037238,Drake London,WR,ATL,2,1,0,0,0,0.0,0,0,0,0,0
00-0037242,Kaiir Elam,CB,DAL,2,6,3,0,0,0.0,0,0,0,0,0
00-0037244,Devin Lloyd,LB,JAX,2,2,3,0,0,0.0,1,1,1,0,0
00-0037246,Jalen Pitre,SAF,HOU,2,4,1,0,0,0.0,0,0,0,0,0
00-0037249,Nik Bonitto,LB,DEN,2,1,2,0,0,0.0,1,0,0,0,0
00-0037251,Alex Wright,DE,CLE,2,0,1,0,0,0.0,0,0,0,0,0
00-0037253,Marcus Jones,CB,NE,2,4,1,1,0,0.0,0,0,0,0,0
00-0037254,Terrel Bernard,LB,BUF,2,2,2,0,0,0.0,1,0,0,0,0
00-0037262,Thomas Booker,DT,LV,2,0,1,0,0,0.0,0,0,0,0,0
00-0037268,Zyon McCollum,CB,TB,2,4,1,0,0,0.0,0,0,0,0,0
00-0037280,Matthew Butler,DT,MIA,2,1,2,0,0,0.0,0,0,0,0,0
00-0037281,Damone Clark,LB,DAL,2,2,2,0,0,0.0,0,0,0,0,0
00-0037288,Christian Benford,CB,BUF,2,1,2,1,0,0.0,0,0,0,0,0
00-0037291,Jalen Nailor,WR,MIN,2,1,0,0,0,0.0,0,0,0,0,0
00-0037292,Andrew Ogletree,TE,IND,2,0,1,0,0,0.0,0,0,0,0,0
00-0037294,Jordan Jackson,DT,DEN,2,1,0,0,0,0.0,0,0,0,0,0
00-0037301,Theo Jackson,DB,MIN,2,5,4,0,0,0.0,0,0,0,0,0
00-0037310,James Houston,DE,DAL,2,1,1,1,0,1.0,1,0,0,0,0
00-0037315,Cameron Goode,LB,MIA,2,1,2,0,0,0.0,0,0,0,0,0
00-0037316,Mark Robinson,LB,NE,2,1,0,0,0,0.0,0,0,0,0,0
00-0037321,Chase Lucas,CB,SF,2,1,0,0,0,0.0,0,0,0,0,0
00-0037323,Rodney Thomas,SAF,IND,2,1,0,0,0,0.0,0,0,0,0,0
00-0037384,Ja'Quan McMillian,CB,DEN,2,1,1,0,0,0.0,0,0,0,0,0
00-0037457,Jake Hansen,LB,HOU,2,1,0,0,0,0.0,0,0,0,0,0
00-0037493,Mike Brown,SAF,TEN,2,1,0,0,0,0.0,0,0,0,0,0
00-0037512,Isaiah Pola-Mao,SAF,LV,2,3,2,0,0,0.0,0,0,0,0,0
00-0037526,Marcelino McCrary-Ball,LB,NYJ,2,2,3,0,0,0.0,0,0,0,0,0
00-0037527,Segun Olubi,LB,IND,2,0,1,0,0,0.0,0,0,0,0,0
00-0037549,Darrell Baker Jr.,CB,TEN,2,0,2,0,0,0.0,0,0,0,0,0
00-0037578,Juanyeh Thomas,SAF,DAL,2,0,3,0,0,0.0,0,0,0,0,0
00-0037587,Nate Landman,LB,LAR,2,4,4,0,0,0.0,0,0,0,0,0
00-0037596,Jack Gibbens,LB,NE,2,2,0,0,0,0.0,0,0,0,0,0
00-0037602,Sam Okuayinonu,DT,SF,2,0,1,0,0,0.0,0,0,0,0,0
00-0037611,Kayvon Thibodeaux,LB,NYG,2,4,1,1,0,1.0,2,0,1,0,0
00-0037616,Nick Cross,SAF,IND,2,5,2,0,0,0.0,0,0,1,0,0
00-0037617,Hassan Haskins,RB,LAC,2,2,0,0,0,0.0,0,0,0,0,0
00-0037661,Ja'Marcus Ingram,CB,BUF,2,1,0,0,0,0.0,0,0,0,0,0
00-0037663,Jermaine Johnson II,DE,NYJ,2,2,2,0,0,0.0,0,0,1,0,0
00-0037665,Sam Williams,DE,DAL,2,0,1,0,0,0.0,0,0,0,0,0
00-0037667,Kerby Joseph,SAF,DET,2,2,1,0,0,0.0,0,1,1,0,0
00-0037743,Daxton Hill,DB,CIN,2,9,0,1,0,0.0,0,1,1,0,0
00-0037752,Tycen Anderson,SAF,CIN,2,1,1,0,0,0.0,0,0,0,0,0
00-0037753,Cam Taylor-Britt,CB,CIN,2,2,1,0,0,0.0,0,0,2,0,0
00-0037756,Travis Jones,DT,BAL,2,1,1,0,0,0.0,0,0,0,0,0
00-0037758,Cordale Flott,CB,NYG,2,1,1,0,0,0.0,0,0,2,0,0
00-0037799,Dondrea Tillman,LB,DEN,2,1,2,0,0,0.0,0,0,0,0,0
00-0037808,DeAngelo Malone,LB,ATL,2,0,1,0,0,0.0,0,0,0,0,0
00-0037811,Chad Muma,LB,IND,2,1,0,0,0,0.0,0,0,0,0,0
00-0037815,Cameron Thomas,DE,CLE,2,1,2,0,0,0.5,1,0,0,0,0
00-0037819,Leo Chenal,LB,KC,2,2,2,1,0,0.0,0,0,0,0,0
00-0037823,Christian Harris,LB,HOU,2,1,0,0,0,0.0,0,0,0,0,0
00-0037832,Kalia Davis,DT,SF,2,1,1,0,0,0.0,0,0,0,0,0
00-0037839,Cobie Durant,CB,LAR,2,2,0,0,0,0.0,0,0,1,0,0
00-0037841,Quentin Lake,SAF,LAR,2,4,1,0,0,0.0,0,0,1,0,0
00-0037842,Derion Kendrick,CB,SEA,2,0,0,0,0,0.0,0,1,2,0,0
00-0038038,Kyle Hamilton,SAF,BAL,2,3,2,1,0,0.0,0,0,0,0,0
00-0038039,Jack Jones,CB,MIA,2,2,0,0,0,0.0,0,0,0,0,0
00-0038100,Percy Butler,SAF,WAS,2,2,0,0,0,0.0,0,0,0,0,0
00-0038106,Eyioma Uwazurike,DT,DEN,2,1,1,0,0,0.0,0,0,0,0,0
00-0038107,Micheal Clemons,DE,NYJ,2,0,2,0,0,0.0,0,0,0,0,0
00-0038116,Arnold Ebiketie,LB,ATL,2,2,0,0,0,0.0,0,0,0,0,0
00-0038121,Alontae Taylor,CB,NO,2,3,3,1,0,0.0,0,0,2,0,0
00-0038123,Dane Belton,SAF,NYG,2,2,5,0,0,0.0,0,0,1,0,0
00-0038125,Roger McCreary,CB,TEN,2,3,4,0,0,0.0,0,0,1,0,0
00-0038127,Logan Hall,DE,TB,2,2,0,0,0,0.0,0,0,0,0,0
00-0038133,Boye Mafe,DE,SEA,2,0,1,0,0,0.0,0,0,0,0,0
00-0038135,Jaquan Brisker,SAF,CHI,2,5,2,0,0,0.0,0,0,0,0,0
00-0038136,Coby Bryant,CB,SEA,2,2,2,0,0,0.0,0,1,1,0,0
00-0038359,Xavier Smith,WR,LAR,2,1,0,0,0,0.0,0,0,0,0,0
00-0038381,Kyu Blu Kelly,CB,LV,2,2,0,1,0,0.0,0,0,1,0,0
00-0038386,Jalen Carter,DT,PHI,2,0,1,1,0,0.0,3,0,0,0,0
00-0038387,Colby Wooden,DE,GB,2,1,0,0,0,0.0,0,0,0,0,0
00-0038390,Noah Sewell,LB,CHI,2,3,2,1,0,0.0,0,0,0,0,0
00-0038398,Karl Brooks,DT,GB,2,0,3,0,0,0.5,1,0,0,0,0
00-0038408,Carrington Valentine,DB,GB,2,2,0,0,0,0.0,0,0,0,0,0
00-0038412,Moro Ojomo,DT,PHI,2,1,1,1,0,1.0,2,0,0,0,0
00-0038465,Malik Heath,WR,GB,2,1,0,0,0,0.0,0,0,0,0,0
00-0038488,Brady Russell,RB,SEA,2,0,1,0,0,0.0,0,0,0,0,0
00-0038504,Trenton Simpson,LB,BAL,2,3,1,0,0,0.0,0,0,0,0,0
00-0038505,Tavius Robinson,LB,BAL,2,4,2,1,1,1.0,1,0,0,0,0
00-0038513,Cam Jones,LB,NYJ,2,0,1,0,0,0.0,0,0,0,0,0
00-0038541,Tyree Wilson,DE,LV,2,0,0,0,0,0.0,0,0,1,0,0
00-0038549,DJ Turner II,CB,CIN,2,2,0,0,0,0.0,0,0,2,0,0
00-0038552,Riley Moss,CB,DEN,2,4,1,0,0,0.0,0,0,1,0,0
00-0038553,Daiyan Henley,LB,LAC,2,6,3,2,0,1.0,1,1,2,0,0
00-0038554,Ji'Ayir Brown,SAF,SF,2,0,1,0,0,0.0,0,0,1,0,0
00-0038557,Dorian Williams,LB,BUF,2,0,1,0,0,0.0,0,0,1,0,0
00-0038560,Jordan Battle,SAF,CIN,2,1,3,0,0,0.0,0,1,1,0,0
00-0038565,Mekhi Blackmon,DB,IND,2,4,1,0,0,0.0,0,0,0,0,0
00-0038570,Ventrell Miller,LB,JAX,2,0,0,0,0,0.0,0,0,1,0,0
00-0038574,Isaiah McGuire,DE,CLE,2,0,1,0,0,0.0,0,0,0,0,0
00-0038577,Nick Herbig,LB,PIT,2,1,1,2,0,0.0,1,1,1,0,0
00-0038578,Jay Ward,SAF,MIN,2,1,0,0,0,0.0,0,0,0,0,0
00-0038580,Yasir Abdullah,LB,JAX,2,0,1,0,0,0.0,0,0,0,0,0
00-0038585,Cameron Mitchell,DB,CLE,2,0,1,0,1,0.0,0,0,0,0,0
00-0038591,Mike Morris,DE,SEA,2,2,0,0,0,0.0,0,0,0,0,0
00-0038594,Darrell Luter Jr.,CB,SF,2,1,1,0,0,0.0,0,0,0,0,0
00-0038596,Antonio Johnson,SAF,JAX,2,0,1,0,0,0.0,0,0,0,0,0
00-0038597,Chase Brown,RB,CIN,2,1,0,0,0,0.0,0,0,0,0,0
00-0038599,Henry To'oTo'o,LB,HOU,2,7,4,1,0,0.0,0,0,0,0,0
00-0038600,Owen Pappoe,LB,ARI,2,1,0,0,0,0.0,0,0,0,0,0
00-0038602,Chris Smith II,S,LV,2,0,1,0,0,0.0,0,0,0,0,0
00-0038605,JL Skinner,SAF,DEN,2,0,1,0,0,0.0,0,0,0,0,0
00-0038623,Dante Stills,DT,ARI,2,0,2,0,0,0.0,0,0,1,0,0
00-0038625,Dee Winters,LB,SF,2,6,2,0,0,0.0,0,0,0,0,0
00-0038628,DeMarcco Hellams,SAF,ATL,2,1,1,0,0,0.0,0,0,0,0,0
00-0038646,Alex Austin,CB,NE,2,3,0,0,0,0.0,0,0,0,0,0
00-0038653,Cory Durden,DT,NE,2,0,1,0,0,0.0,0,0,0,0,0
00-0038678,Jordan Mims,RB,TEN,2,1,0,0,0,0.0,0,0,0,0,0
00-0038711,Mohamoud Diabate,LB,CLE,2,0,1,0,0,0.0,0,0,0,0,0
00-0038715,Ronnie Hickman Jr.,SAF,CLE,2,2,2,0,0,0.0,0,0,0,0,0
00-0038738,Hunter Luepke,RB,DAL,2,0,2,0,0,0.0,0,0,0,0,0
00-0038765,Ty Okada,SAF,SEA,2,1,0,0,0,0.0,0,0,0,0,0
00-0038778,Jalen Redmond,DL,MIN,2,2,3,2,0,1.0,1,0,0,0,0
00-0038788,Art Green,CB,NYG,2,1,0,0,0,0.0,0,0,0,0,0
00-0038791,Thomas Incoom,LB,CAR,2,1,1,0,0,0.0,0,0,0,0,0
00-0038795,PJ Mustipher,DT,ARI,2,1,2,0,0,0.0,0,0,0,0,0
00-0038807,Ivan Pace Jr.,LB,MIN,2,6,2,1,0,0.0,0,0,0,0,0
00-0038820,Christian Izien,SAF,TB,2,1,0,0,0,0.0,0,0,0,0,0
00-0038823,Kaevon Merriweather,SAF,TB,2,2,1,0,0,0.0,0,0,0,0,0
00-0038824,Ryan Miller,WR,TB,2,1,0,0,0,0.0,0,0,0,0,0
00-0038840,Brycen Tremayne,WR,CAR,2,1,1,0,0,0.0,0,0,0,0,0
00-0038851,Caleb Murphy,LB,LAC,2,1,1,0,0,0.0,0,0,0,0,0
00-0038890,Shaka Heyward,LB,CIN,2,0,1,0,0,0.0,0,0,0,0,0
00-0038896,Jacob Saylors,RB,DET,2,1,1,0,0,0.0,0,0,0,0,0
00-0038978,Byron Young,DT,PHI,2,0,1,0,0,0.0,0,0,0,0,0
00-0038980,Zach Harrison,DE,ATL,2,2,3,1,1,1.5,2,0,0,0,0
00-0038982,Chamarri Conner,DB,KC,2,3,6,0,0,0.0,1,0,0,0,0
00-0038984,Kei'Trel Clark,CB,ARI,2,1,1,0,0,0.0,0,0,1,0,0
00-0038995,Bryan Bresee,DT,NO,2,0,0,0,0,0.0,1,0,1,0,0
00-0039000,Deonte Banks,CB,NYG,2,6,0,2,0,0.0,0,0,0,0,0
00-0039002,Sydney Brown,SAF,PHI,2,0,1,0,0,0.0,0,0,0,0,0
00-0039007,Garrett Williams,CB,ARI,2,5,2,0,0,0.0,0,0,1,0,0
00-0039013,Nolan Smith,LB,PHI,2,0,3,0,1,0.0,0,0,0,0,0
00-0039018,Jack Campbell,LB,DET,2,4,4,0,0,0.0,0,0,0,0,0
00-0039021,Roschon Johnson,RB,CHI,2,1,0,0,0,0.0,0,0,0,0,0
00-0039031,Adetomiwa Adebawore,DT,IND,2,0,2,1,0,0.0,0,0,0,0,0
00-0039041,Elijah Higgins,TE,ARI,2,0,1,0,0,0.0,0,0,0,0,0
00-0039047,Derick Hall,LB,SEA,2,1,0,0,0,0.0,2,0,0,0,0
00-0039049,SirVocea Dennis,LB,TB,2,2,0,1,0,0.0,1,0,0,0,0
00-0039051,Josh Hayes,DB,TB,2,0,1,0,0,0.0,0,0,0,0,0
00-0039054,Marte Mapu,LB,NE,2,0,0,0,0,0.0,0,1,1,0,0
00-0039063,Calijah Kancey,DT,TB,2,1,0,1,0,0.0,0,0,0,0,0
00-0039066,Michael Mayer,TE,LV,2,1,0,0,0,0.0,0,0,0,0,0
00-0039068,Yaya Diaby,LB,TB,2,1,1,0,0,0.0,0,0,0,0,0
00-0039070,Gervon Dexter Sr.,DT,CHI,2,1,0,1,0,0.0,1,0,0,0,0
00-0039071,Tyrique Stevenson,CB,CHI,2,4,2,1,0,0.0,0,0,0,0,0
00-0039108,Will Anderson Jr.,DE,HOU,2,3,1,1,0,1.0,1,0,0,0,0
00-0039110,Keeanu Benton,DT,PIT,2,0,1,0,0,0.0,1,0,0,0,0
00-0039111,Tuli Tuipulotu,LB,LAC,2,4,1,1,0,0.0,1,0,2,0,0
00-0039112,Lukas Van Ness,LB,GB,2,3,0,1,0,0.0,1,0,0,0,0
00-0039137,Byron Young,LB,LAR,2,3,1,2,1,2.0,2,0,0,0,0
00-0039138,Kobie Turner,DE,LAR,2,3,0,1,0,1.0,2,0,0,0,0
00-0039140,Kelee Ringo,CB,PHI,2,1,1,0,0,0.0,0,0,0,0,0
00-0039141,Brian Branch,CB,DET,2,5,0,2,1,1.0,1,0,1,0,0
00-0039149,Quan Martin,SAF,WAS,2,4,3,0,0,0.0,1,0,0,0,0
00-0039151,Emmanuel Forbes,CB,LAR,2,3,0,0,0,0.0,0,0,1,0,0
00-0039232,Nate Wiggins,CB,BAL,2,2,1,1,0,0.0,0,1,3,0,0
00-0039234,T.J. Tampa,CB,BAL,2,1,1,0,0,0.0,0,0,1,0,0
00-0039241,Beau Brade,SAF,NYG,2,0,1,0,0,0.0,0,0,0,0,0
00-0039284,Braiden McGregor,DE,NYJ,2,2,2,0,0,0.0,0,0,0,0,0
00-0039289,Leonard Taylor III,DT,NYJ,2,0,1,0,0,0.0,0,0,1,0,0
00-0039309,Byron Murphy II,DT,SEA,2,2,3,1,0,1.5,3,0,0,0,0
00-0039313,Swayze Bozeman,LB,NYG,2,0,1,0,0,0.0,0,0,0,0,0
00-0039332,C.J. Ravenell,DE,TEN,2,1,0,0,0,0.0,0,0,0,0,0
00-0039337,Malik Nabers,WR,NYG,2,1,0,0,0,0.0,0,0,0,0,0
00-0039343,Kamari Lassiter,CB,HOU,2,4,1,0,0,0.0,0,0,0,0,0
00-0039345,Renardo Green,CB,SF,2,5,0,0,0,0.0,0,0,1,0,0
00-0039347,Trevin Wallace,LB,CAR,2,1,2,0,0,0.0,0,0,0,0,0
00-0039353,Jarrian Jones,CB,JAX,2,2,0,0,0,0.0,0,0,1,0,0
00-0039357,Decamerion Richardson,CB,LV,2,1,0,0,0,0.0,0,0,0,0,0
00-0039366,Tarheeb Still,CB,LAC,2,6,2,1,0,0.0,0,0,2,0,0
00-0039369,Cam Hart,CB,LAC,2,2,0,0,0,0.0,0,0,0,0,0
00-0039371,Kris Abrams-Draine,CB,DEN,2,1,0,0,0,0.0,0,0,0,0,0
00-0039372,Jarvis Brownlee Jr.,DB,TEN,2,5,3,0,0,0.0,0,0,0,0,0
00-0039374,Tommy Eichenberg,LB,LV,2,1,0,0,0,0.0,0,0,0,0,0
00-0039380,Chau Smith-Wade,CB,CAR,2,1,1,0,0,0.0,0,0,0,0,0
00-0039396,Mekhi Wingo,DT,DET,2,1,0,0,0,0.0,0,0,0,0,0
00-0039400,Zion Logue,DT,BUF,2,0,1,0,0,0.5,1,0,1,0,0
00-0039407,Dylan Laube,RB,LV,2,1,0,0,0,0.0,0,0,0,0,0
00-0039410,Ryan Flournoy,WR,DAL,2,2,0,0,0,0.0,0,0,0,0,0
00-0039412,Javontae Jean-Baptiste,LB,WAS,2,1,1,0,0,0.0,0,0,0,0,0
00-0039417,Myles Harden,CB,CLE,2,1,0,0,0,0.0,0,0,1,0,0
00-0039421,Levi Drake Rodriguez,DL,MIN,2,0,2,0,0,0.0,0,0,0,0,0
00-0039423,Jonah Laulu,DT,LV,2,2,1,3,0,2.0,3,0,0,0,0
00-0039431,Jowon Briggs,DE,NYJ,2,4,1,1,1,1.0,2,0,0,0,0
00-0039435,Tatum Bethune,LB,SF,2,1,0,0,0,0.0,0,0,0,0,0
00-0039465,Reddy Steward,DB,DAL,2,2,2,0,0,0.0,0,0,1,0,0
00-0039530,Brevyn Spann-Ford,TE,DAL,2,0,3,0,0,0.0,0,0,0,0,0
00-0039650,Bryce Oliver,WR,TEN,2,1,0,0,0,0.0,0,0,0,0,0
00-0039692,Dell Pettus,SAF,NE,2,1,1,0,0,0.0,0,0,0,0,0
00-0039733,Ruke Orhorhoro,DT,ATL,2,0,1,0,0,0.5,1,0,0,0,0
00-0039740,Jalyx Hunt,LB,PHI,2,0,0,0,0,0.0,1,0,0,0,0
00-0039741,Payton Wilson,LB,PIT,2,8,2,1,0,1.0,1,0,0,0,0
00-0039749,Tyler Davis,DE,LAR,2,2,3,0,0,0.0,0,0,0,0,0
00-0039763,Joe Andreessen,LB,BUF,2,3,1,0,0,0.0,0,0,0,0,0
00-0039774,Omar Speights,LB,LAR,2,1,2,0,0,0.0,0,0,0,0,0
00-0039776,Jaylen McCollough,SAF,LAR,2,2,2,0,0,0.0,0,0,0,0,0
00-0039789,Qwan'tez Stiggers,DB,NYJ,2,1,0,0,0,0.0,0,0,0,0,0
00-0039793,AJ Barner,TE,SEA,2,0,1,0,0,0.0,0,0,0,0,0
00-0039796,Rasheen Ali,RB,BAL,2,1,0,0,0,0.0,0,0,0,0,0
00-0039807,Max Melton,CB,ARI,2,2,0,0,0,0.0,0,0,0,0,0
00-0039809,Jonah Elliss,LB,DEN,2,1,0,1,0,0.0,1,0,0,0,0
00-0039812,Ty'Ron Hopper,LB,GB,2,1,0,0,0,0.0,0,0,0,0,0
00-0039813,Evan Williams,SAF,GB,2,2,3,0,0,0.0,0,0,0,0,0
00-0039815,Tyrice Knight,LB,SEA,2,5,3,0,0,0.0,0,0,0,0,0
00-0039818,Kitan Oladapo,SAF,GB,2,1,0,0,0,0.0,0,0,0,0,0
00-0039821,Andru Phillips,DB,NYG,2,8,3,1,0,0.0,0,1,2,0,0
00-0039825,Jaden Hicks,SAF,KC,2,1,1,0,0,0.0,0,0,0,0,0
00-0039826,Jeremiah Trotter Jr.,LB,PHI,2,1,0,0,0,0.0,0,0,0,0,0
00-0039829,Darius Muasau,LB,NYG,2,1,0,0,0,0.0,0,0,0,0,0
00-0039834,Kamren Kinchens,SAF,LAR,2,5,3,0,0,0.0,0,0,0,0,0
00-0039835,Justin Eboigbe,DT,LAC,2,1,1,0,0,0.0,0,0,0,0,0
00-0039836,Brennan Jackson,LB,LV,2,0,1,0,0,0.0,0,0,0,0,0
00-0039838,Calen Bullock,SAF,HOU,2,3,0,0,0,0.0,0,0,0,0,0
00-0039841,Cooper DeJean,CB,PHI,2,5,2,0,0,0.0,0,0,0,0,0
00-0039846,Tykee Smith,DB,TB,2,4,2,2,0,1.0,1,0,0,0,0
00-0039850,Edgerrin Cooper,LB,GB,2,7,3,0,0,0.5,2,0,0,0,0
00-0039852,Jared Verse,DE,LAR,2,1,1,0,0,0.0,2,0,0,0,0
00-0039854,Darius Robinson,DL,ARI,2,1,0,0,0,0.0,0,0,0,0,0
00-0039858,Cedric Gray,LB,TEN,2,3,2,0,0,0.0,0,0,0,0,0
00-0039859,Brandon Dorlus,DE,ATL,2,1,2,1,0,1.5,2,0,0,0,0
00-0039860,Kool-Aid McKinstry,CB,NO,2,1,0,0,0,0.0,0,0,0,0,0
00-0039861,Tyler Nubin,SAF,NYG,2,5,0,1,0,0.0,0,0,0,0,0
00-0039864,Dadrion Taylor-Demerson,SAF,ARI,2,1,3,0,0,0.0,0,0,0,0,0
00-0039867,Javon Bullard,SAF,GB,2,5,0,0,0,0.0,0,0,0,0,0
00-0039872,Cole Bishop,SAF,BUF,2,4,1,1,0,1.0,1,0,0,0,0
00-0039888,Quinyon Mitchell,CB,PHI,2,3,0,0,0,0.0,0,0,0,0,0
00-0039889,Maason Smith,DT,JAX,2,0,1,0,0,0.0,0,0,0,0,0
00-0039893,Brian Thomas Jr.,WR,JAX,2,1,0,0,0,0.0,0,0,0,0,0
00-0039896,Zach Frazier,C,PIT,2,1,0,0,0,0.0,0,0,0,0,0
00-0039898,Mike Sainristil,CB,WAS,2,5,1,0,0,0.0,0,0,0,0,0
00-0039900,Marshawn Kneeland,DE,DAL,2,0,1,0,0,0.0,0,0,0,0,0
00-0039903,Terrion Arnold,CB,DET,2,6,0,0,0,0.0,0,0,1,0,0
00-0039906,Jer'Zhan Newton,DT,WAS,2,1,0,0,0,0.0,0,0,0,0,0
00-0039908,Kris Jenkins,DT,CIN,2,2,1,0,0,0.0,0,0,0,0,0
00-0039911,Chop Robinson,LB,MIA,2,2,0,1,0,1.0,1,0,0,0,0
00-0039924,Dallas Turner,LB,MIN,2,3,2,1,0,1.0,1,0,0,0,0
00-0039925,Amarius Mims,OT,CIN,2,1,0,0,0,0.0,0,0,0,0,0
00-0040009,Savion Williams,WR,GB,2,0,1,0,0,0.0,0,0,0,0,0
00-0040010,Barryn Sorrell,DE,GB,2,0,1,0,0,0.5,1,0,0,0,0
00-0040044,Zion Childress,DB,DAL,2,0,1,0,0,0.0,0,0,0,0,0
00-0040069,Teddye Buchanan,LB,BAL,2,2,4,0,0,0.0,0,0,0,0,0
00-0040072,Jeffrey Bassa,LB,KC,2,2,0,0,0,0.0,0,0,0,0,0
00-0040076,Aeneas Peebles,DT,BAL,2,1,0,0,0,0.0,0,0,0,0,0
00-0040089,Kevin Knowles,DB,KC,2,1,0,0,0,0.0,0,0,0,0,0
00-0040116,Josh Simmons,OT,KC,2,1,0,0,0,0.0,0,0,0,0,0
00-0040127,Kenneth Grant,DT,MIA,2,1,1,0,0,0.0,0,0,1,0,0
00-0040133,Azareye'h Thomas,CB,NYJ,2,0,1,0,0,0.0,0,0,0,0,0
00-0040136,Princely Umanmielen,LB,CAR,2,1,0,1,0,1.0,1,0,0,0,0
00-0040137,Jordan Burch,LB,ARI,2,2,0,0,0,0.0,0,0,0,0,0
00-0040143,Jacob Parrish,CB,TB,2,1,0,0,0,0.0,0,0,1,0,0
00-0040144,Jamaree Caldwell,DT,LAC,2,1,0,1,0,1.0,1,0,0,0,0
00-0040148,Xavier Watts,SAF,ATL,2,1,1,0,0,0.0,0,1,1,0,0
00-0040149,Jaylin Smith,CB,HOU,2,1,1,0,0,0.0,0,0,0,0,0
00-0040152,Upton Stout,CB,SF,2,4,1,1,0,1.0,1,0,0,0,0
00-0040155,Danny Stutsman,LB,NO,2,1,0,0,0,0.0,0,0,0,0,0
00-0040156,Billy Bowman Jr.,CB,ATL,2,2,2,0,0,0.0,0,1,2,0,0
00-0040159,Lathan Ransom,SAF,CAR,2,1,3,0,0,0.0,0,0,0,0,0
00-0040160,Jack Sawyer,LB,PIT,2,3,3,2,0,1.0,1,0,0,0,0
00-0040165,Malachi Moore,SAF,NYJ,2,1,4,0,0,0.0,0,0,0,0,0
00-0040166,Quincy Riley,CB,NO,2,1,0,0,0,0.0,0,0,0,0,0
00-0040167,Ruben Hyppolite II,LB,CHI,2,1,0,0,0,0.0,0,0,0,0,0
00-0040173,Tyrion Ingram-Dawkins,DT,MIN,2,0,2,0,0,0.0,0,0,0,0,0
00-0040175,Jordan Phillips,DT,MIA,2,0,3,0,0,0.0,0,0,0,0,0
00-0040182,Dante Trader Jr.,SAF,MIA,2,2,0,0,0,0.0,0,0,0,0,0
00-0040183,Elijah Roberts,DE,TB,2,0,1,0,0,0.5,1,0,0,0,0
00-0040185,Marques Sigle,SAF,SF,2,2,3,0,0,0.0,0,0,0,0,0
00-0040186,Francisco Mauigoa,LB,NYJ,2,0,3,0,0,0.0,0,0,0,0,0
00-0040188,Yahya Black,DE,PIT,2,2,1,0,0,0.0,0,0,0,0,0
