team,season,position,depth_order,player_name,gsis_id,jersey_number,side,GP,fantasy_pts
ARI,2026,DB,1,Garrett Williams,00-0039007,0,defense,0,0.0
ARI,2026,DB,2,Budda Baker,00-0033890,0,defense,0,0.0
ARI,2026,DB,3,Andrew Wingard,00-0035378,0,defense,0,0.0
ARI,2026,DB,4,Denzel Burke,00-0040195,0,defense,0,0.0
ARI,2026,DB,5,Max Melton,00-0039807,0,defense,0,0.0
ARI,2026,DB,6,Will Johnson,00-0040751,0,defense,0,0.0
ARI,2026,DB,7,Dadrion Taylor-Demerson,00-0039864,0,defense,0,0.0
ARI,2026,DB,8,Wydett Williams Jr.,00-0041370,0,defense,0,0.0
ARI,2026,DB,9,Kei'Trel Clark,00-0038984,0,defense,0,0.0
ARI,2026,DB,10,Kalen King,00-0039239,0,defense,0,0.0
ARI,2026,DB,11,Kitan Crawford,00-0040230,0,defense,0,0.0
ARI,2026,DB,12,Joey Blount,00-0037141,0,defense,0,0.0
ARI,2026,DL,1,Josh Sweat,00-0034381,0,defense,0,0.0
ARI,2026,DL,2,Roy Lopez,00-0036568,0,defense,0,0.0
ARI,2026,DL,3,Walter Nolen III,00-0040706,0,defense,0,0.0
ARI,2026,DL,4,Dante Stills,00-0038623,0,defense,0,0.0
ARI,2026,DL,5,Jordan Burch,00-0040137,0,defense,0,0.0
ARI,2026,DL,6,Andrew Billings,00-0033066,0,defense,0,0.0
ARI,2026,DL,7,L.J. Collier,00-0035636,0,defense,0,0.0
ARI,2026,DL,8,Darius Robinson,00-0039854,0,defense,0,0.0
ARI,2026,DL,9,Eku Leota,00-0038782,0,defense,0,0.0
ARI,2026,DL,10,Zachary Carter,00-0037804,0,defense,0,0.0
ARI,2026,DL,11,Kaleb Proctor,00-0041555,0,defense,0,0.0
ARI,2026,LB,1,Jack Gibbens,00-0037596,0,defense,0,0.0
ARI,2026,LB,2,Mack Wilson Sr.,00-0035144,0,defense,0,0.0
ARI,2026,LB,3,Zaven Collins,00-0036933,0,defense,0,0.0
ARI,2026,LB,4,Karson Sharar,00-0041093,0,defense,0,0.0
ARI,2026,LB,5,Cody Simon,00-0040645,0,defense,0,0.0
ARI,2026,LB,6,Baron Browning,00-0036995,0,defense,0,0.0
ARI,2026,QB,1,Jacoby Brissett,00-0033119,0,offense,13,233.4
ARI,2026,QB,2,Gardner Minshew II,00-0035289,0,offense,2,0.3
ARI,2026,QB,3,Carson Beck,00-0041561,0,offense,0,0.0
ARI,2026,RB,1,Jeremiyah Love,00-0041027,0,offense,0,0.0
ARI,2026,RB,2,Tyler Allgeier,00-0037263,0,offense,17,123.0
ARI,2026,RB,3,Bam Knight,00-0037157,0,offense,9,93.1
ARI,2026,RB,4,James Conner,00-0033553,0,offense,3,33.3
ARI,2026,RB,5,Trey Benson,00-0039921,0,offense,4,35.4
ARI,2026,TE,1,Trey McBride,00-0037744,0,offense,17,315.9
ARI,2026,TE,2,Elijah Higgins,00-0039041,0,offense,13,57.1
ARI,2026,TE,3,Hunter Long,00-0037004,0,offense,7,32.5
ARI,2026,TE,4,Tip Reiman,00-0039737,0,offense,2,4.8
ARI,2026,TE,5,Jameson Geers,00-0041366,0,offense,0,0.0
ARI,2026,WR,1,Michael Wilson,00-0038559,0,offense,17,220.6
ARI,2026,WR,2,Marvin Harrison Jr.,00-0039849,0,offense,11,123.8
ARI,2026,WR,3,Kendrick Bourne,00-0033307,0,offense,12,92.1
ARI,2026,WR,4,Jalen Brooks,00-0038640,0,offense,2,8.1
ARI,2026,WR,5,Simi Fehoko,00-0036646,0,offense,0,0.0
ARI,2026,WR,6,Devin Duvernay,00-0036331,0,offense,2,4.6
ARI,2026,WR,7,Reggie Virgil,00-0041070,0,offense,0,0.0
ATL,2026,DB,1,C.J. Henderson,00-0036281,0,defense,0,0.0
ATL,2026,DB,2,Jessie Bates III,00-0034675,0,defense,0,0.0
ATL,2026,DB,3,Xavier Watts,00-0040148,0,defense,0,0.0
ATL,2026,DB,4,Mike Hughes,00-0034843,0,defense,0,0.0
ATL,2026,DB,5,Billy Bowman Jr.,00-0040156,0,defense,0,0.0
ATL,2026,DB,6,Malcolm DeWalt IV,00-0041188,0,defense,0,0.0
ATL,2026,DB,7,DeMarcco Hellams,00-0038628,0,defense,0,0.0
ATL,2026,DB,8,Sydney Brown,00-0039002,0,defense,0,0.0
ATL,2026,DB,9,Mike Ford Jr.,00-0034639,0,defense,0,0.0
ATL,2026,DB,10,Sydney Brown,00-0039002,0,defense,0,0.0
ATL,2026,DB,11,A.J. Terrell Jr.,00-0036285,0,defense,0,0.0
ATL,2026,DB,12,Robert Longerbeam,00-0040077,0,defense,0,0.0
ATL,2026,DB,13,Avieon Terrell,00-0041469,0,defense,0,0.0
ATL,2026,DL,1,LaCale London,00-0036204,0,defense,0,0.0
ATL,2026,DL,2,Gervon Dexter Sr.,00-0039070,0,defense,0,0.0
ATL,2026,DL,3,Brandon Dorlus,00-0039859,0,defense,0,0.0
ATL,2026,DL,4,Da'Shawn Hand,00-0034371,0,defense,0,0.0
ATL,2026,DL,5,Maason Smith,00-0039889,0,defense,0,0.0
ATL,2026,DL,6,Zach Harrison,00-0038980,0,defense,0,0.0
ATL,2026,DL,7,Anterio Thompson,00-0041484,0,defense,0,0.0
ATL,2026,LB,1,Za'Darius Smith,00-0031576,0,defense,0,0.0
ATL,2026,LB,2,Kendal Daniels,00-0041066,0,defense,0,0.0
ATL,2026,LB,3,Divine Deablo,00-0036990,0,defense,0,0.0
ATL,2026,LB,4,Samson Ebukam,00-0033945,0,defense,0,0.0
ATL,2026,LB,5,Cameron Thomas,00-0037815,0,defense,0,0.0
ATL,2026,LB,6,Harold Perkins Jr.,00-0041112,0,defense,0,0.0
ATL,2026,LB,7,Christian Harris,00-0037823,0,defense,0,0.0
ATL,2026,LB,8,Jared Ivey,00-0040056,0,defense,0,0.0
ATL,2026,LB,9,Yasir Abdullah,00-0038580,0,defense,0,0.0
ATL,2026,LB,10,Josh Woods,00-0034801,0,defense,0,0.0
ATL,2026,LB,11,JD Bertrand,00-0039370,0,defense,0,0.0
ATL,2026,LB,12,James Pearce Jr.,00-0040578,0,defense,0,0.0
ATL,2026,LB,13,Jalon Walker,00-0040577,0,defense,0,0.0
ATL,2026,LB,14,DeAngelo Malone,00-0037808,0,defense,0,0.0
ATL,2026,QB,1,Michael Penix Jr.,00-0039917,0,offense,9,122.3
ATL,2026,QB,2,Tua Tagovailoa,00-0036212,0,offense,14,160.7
ATL,2026,QB,3,Cooper Rush,00-0033662,0,offense,3,2.1
ATL,2026,QB,4,Jack Strand,00-0041194,0,offense,0,0.0
ATL,2026,RB,1,Bijan Robinson,00-0038542,0,offense,17,368.8
ATL,2026,RB,2,Brian Robinson Jr.,00-0037746,0,offense,16,62.5
ATL,2026,RB,3,Trey Sermon,00-0036984,0,offense,0,0.0
ATL,2026,TE,1,Kyle Pitts Sr.,00-0036970,0,offense,17,210.8
ATL,2026,TE,2,Charlie Woerner,00-0036429,0,offense,4,12.3
ATL,2026,TE,3,Austin Hooper,00-0032392,0,offense,12,59.3
ATL,2026,TE,4,Nick Muse,00-0037317,0,offense,0,0.0
ATL,2026,WR,1,Drake London,00-0037238,0,offense,12,199.9
ATL,2026,WR,2,Jahan Dotson,00-0037741,0,offense,11,50.2
ATL,2026,WR,3,Olamide Zaccheaus,00-0035208,0,offense,13,84.8
ATL,2026,WR,4,Zachariah Branch,00-0041044,0,offense,0,0.0
ATL,2026,WR,5,Chris Blair,00-0036463,0,offense,0,0.0
ATL,2026,WR,6,Beaux Collins,00-0040432,0,offense,2,4.5
BAL,2026,DB,1,Nate Wiggins,00-0039232,0,defense,0,0.0
BAL,2026,DB,2,Jaylinn Hawkins,00-0036302,0,defense,0,0.0
BAL,2026,DB,3,Malaki Starks,00-0040688,0,defense,0,0.0
BAL,2026,DB,4,Marlon Humphrey,00-0033281,0,defense,0,0.0
BAL,2026,DB,5,Kyle Hamilton,00-0038038,0,defense,0,0.0
BAL,2026,DB,6,Chidobe Awuzie,00-0033548,0,defense,0,0.0
BAL,2026,DB,7,Keondre Jackson,00-0040104,0,defense,0,0.0
BAL,2026,DB,8,T.J. Tampa,00-0039234,0,defense,0,0.0
BAL,2026,DB,9,Keyon Martin,00-0040636,0,defense,0,0.0
BAL,2026,DB,10,Bilhal Kone,00-0040073,0,defense,0,0.0
BAL,2026,DB,11,Jahquez Robinson,00-0040988,0,defense,0,0.0
BAL,2026,DB,12,Chandler Rivers,00-0040885,0,defense,0,0.0
BAL,2026,DL,1,Nnamdi Madubuike,00-0036130,0,defense,0,0.0
BAL,2026,DL,2,Travis Jones,00-0037756,0,defense,0,0.0
BAL,2026,DL,3,Calais Campbell,00-0026190,0,defense,0,0.0
BAL,2026,DL,4,Aeneas Peebles,00-0040076,0,defense,0,0.0
BAL,2026,DL,5,John Jenkins,00-0030070,0,defense,0,0.0
BAL,2026,DL,6,Broderick Washington Jr.,00-0036081,0,defense,0,0.0
BAL,2026,LB,1,Tavius Robinson,00-0038505,0,defense,0,0.0
BAL,2026,LB,2,Roquan Smith,00-0034874,0,defense,0,0.0
BAL,2026,LB,3,Teddye Buchanan,00-0040069,0,defense,0,0.0
BAL,2026,LB,4,Trey Hendrickson,00-0033935,0,defense,0,0.0
BAL,2026,LB,5,Zion Young,00-0041494,0,defense,0,0.0
BAL,2026,LB,6,Jay Higgins IV,00-0040100,0,defense,0,0.0
BAL,2026,LB,7,Trenton Simpson,00-0038504,0,defense,0,0.0
BAL,2026,LB,8,Mike Green,00-0040722,0,defense,0,0.0
BAL,2026,LB,9,Ethan Burke,00-0040978,0,defense,0,0.0
BAL,2026,LB,10,Carl Jones,00-0039460,0,defense,0,0.0
BAL,2026,QB,1,Lamar Jackson,00-0034796,0,offense,13,218.9
BAL,2026,QB,2,Tyler Huntley,00-0035993,0,offense,4,40.4
BAL,2026,QB,3,Joe Fagnano,00-0040981,0,offense,0,0.0
BAL,2026,QB,4,Skylar Thompson,00-0037327,0,offense,0,0.0
BAL,2026,RB,1,Derrick Henry,00-0032764,0,offense,17,279.5
BAL,2026,RB,2,Justice Hill,00-0034975,0,offense,8,65.3
BAL,2026,RB,3,Rasheen Ali,00-0039796,0,offense,7,24.2
BAL,2026,RB,4,Adam Randall,00-0040888,0,offense,0,0.0
BAL,2026,TE,1,Mark Andrews,00-0034753,0,offense,17,131.0
BAL,2026,TE,2,Durham Smythe,00-0034798,0,offense,4,6.5
BAL,2026,TE,3,Matthew Hibner,00-0040879,0,offense,0,0.0
BAL,2026,TE,4,Josh Cuevas,00-0040887,0,offense,0,0.0
BAL,2026,WR,1,Zay Flowers,00-0039064,0,offense,17,243.3
BAL,2026,WR,2,Rashod Bateman,00-0036550,0,offense,10,53.4
BAL,2026,WR,3,Devontez Walker,00-0039792,0,offense,4,37.6
BAL,2026,WR,4,Chris Moore,00-0032398,0,offense,7,38.6
BAL,2026,WR,5,Elijah Sarratt,00-0040876,0,offense,0,0.0
BAL,2026,WR,6,LaJohntay Wester,00-0040075,0,offense,0,0.0
BAL,2026,WR,7,Ja'Kobi Lane,00-0040870,0,offense,0,0.0
BUF,2026,DB,1,Christian Benford,00-0037288,0,defense,0,0.0
BUF,2026,DB,2,Cole Bishop,00-0039872,0,defense,0,0.0
BUF,2026,DB,3,C.J. Gardner-Johnson,00-0035253,0,defense,0,0.0
BUF,2026,DB,4,Maxwell Hairston,00-0040709,0,defense,0,0.0
BUF,2026,DB,5,Dee Alford,00-0037034,0,defense,0,0.0
BUF,2026,DB,6,Dorian Strong,00-0040197,0,defense,0,0.0
BUF,2026,DB,7,Damar Hamlin,00-0036888,0,defense,0,0.0
BUF,2026,DB,8,Sam Franklin Jr.,00-0036037,0,defense,0,0.0
BUF,2026,DB,9,Davison Igbinosun,00-0041391,0,defense,0,0.0
BUF,2026,DB,10,Jordan Hancock,00-0040192,0,defense,0,0.0
BUF,2026,DB,11,Jalon Kilgore,00-0041086,0,defense,0,0.0
BUF,2026,DL,1,T.J. Sanders,00-0040724,0,defense,0,0.0
BUF,2026,DL,2,Deone Walker,00-0040710,0,defense,0,0.0
BUF,2026,DL,3,Ed Oliver,00-0035230,0,defense,0,0.0
BUF,2026,DL,4,Landon Jackson,00-0040132,0,defense,0,0.0
BUF,2026,DL,5,Greg Gaines,00-0035667,0,defense,0,0.0
BUF,2026,DL,6,DeWayne Carter,00-0039873,0,defense,0,0.0
BUF,2026,DL,7,Phidarian Mathis,00-0038099,0,defense,0,0.0
BUF,2026,DL,8,Zane Durant,00-0041091,0,defense,0,0.0
BUF,2026,LB,1,Greg Rousseau,00-0036914,0,defense,0,0.0
BUF,2026,LB,2,Dorian Williams,00-0038557,0,defense,0,0.0
BUF,2026,LB,3,Terrel Bernard,00-0037254,0,defense,0,0.0
BUF,2026,LB,4,Bradley Chubb,00-0034832,0,defense,0,0.0
BUF,2026,LB,5,Michael Hoecht,00-0035933,0,defense,0,0.0
BUF,2026,LB,6,Kaleb Elarms-Orr,00-0041444,0,defense,0,0.0
BUF,2026,LB,7,Joe Andreessen,00-0039763,0,defense,0,0.0
BUF,2026,LB,8,TJ Parker,00-0041036,0,defense,0,0.0
BUF,2026,LB,9,Mike Danna,00-0036378,0,defense,0,0.0
BUF,2026,LB,10,Javon Solomon,00-0039879,0,defense,0,0.0
BUF,2026,QB,1,Josh Allen,00-0034857,0,offense,16,364.6
BUF,2026,QB,2,Kyle Allen,00-0034577,0,offense,0,0.0
BUF,2026,RB,1,James Cook III,00-0037248,0,offense,17,302.2
BUF,2026,RB,2,Ray Davis,00-0039875,0,offense,11,57.3
BUF,2026,RB,3,Ty Johnson,00-0035537,0,offense,16,97.1
BUF,2026,TE,1,Dalton Kincaid,00-0038933,0,offense,11,126.1
BUF,2026,TE,2,Dawson Knox,00-0035689,0,offense,15,101.7
BUF,2026,TE,3,Jackson Hawes,00-0040194,0,offense,12,51.7
BUF,2026,TE,4,Keleki Latu,00-0040363,0,offense,2,7.5
BUF,2026,WR,1,DJ Moore,00-0034827,0,offense,15,170.1
BUF,2026,WR,2,Khalil Shakir,00-0037261,0,offense,15,162.4
BUF,2026,WR,3,Keon Coleman,00-0039901,0,offense,12,100.4
BUF,2026,WR,4,Joshua Palmer,00-0036988,0,offense,12,52.3
BUF,2026,WR,5,Skyler Bell,00-0041443,0,offense,0,0.0
BUF,2026,WR,6,Tyrell Shavers,00-0038679,0,offense,8,45.5
CAR,2026,DB,1,Mike Jackson,00-0035277,0,defense,0,0.0
CAR,2026,DB,2,Tre'von Moehrig,00-0036962,0,defense,0,0.0
CAR,2026,DB,3,Nick Scott,00-0035669,0,defense,0,0.0
CAR,2026,DB,4,Will Lee III,00-0041063,0,defense,0,0.0
CAR,2026,DB,5,Jaycee Horn,00-0036944,0,defense,0,0.0
CAR,2026,DB,6,Akayleb Evans,00-0038101,0,defense,0,0.0
CAR,2026,DB,7,Zakee Wheatley,00-0041076,0,defense,0,0.0
CAR,2026,DB,8,Lathan Ransom,00-0040159,0,defense,0,0.0
CAR,2026,DB,9,Chau Smith-Wade,00-0039380,0,defense,0,0.0
CAR,2026,DL,1,Derrick Brown,00-0036220,0,defense,0,0.0
CAR,2026,DL,2,Lee Hunter,00-0041478,0,defense,0,0.0
CAR,2026,DL,3,Bobby Brown III,00-0036903,0,defense,0,0.0
CAR,2026,DL,4,Aaron Hall,00-0041148,0,defense,0,0.0
CAR,2026,DL,5,Cam Jackson,00-0040174,0,defense,0,0.0
CAR,2026,DL,6,TeRah Edwards,00-0040458,0,defense,0,0.0
CAR,2026,DL,7,Tershawn Wharton,00-0035890,0,defense,0,0.0
CAR,2026,LB,1,Patrick Jones II,00-0037007,0,defense,0,0.0
CAR,2026,LB,2,Devin Lloyd,00-0037244,0,defense,0,0.0
CAR,2026,LB,3,Bobby Okereke,00-0035687,0,defense,0,0.0
CAR,2026,LB,4,Jaelan Phillips,00-0036934,0,defense,0,0.0
CAR,2026,LB,5,Trevis Gipson,00-0036305,0,defense,0,0.0
CAR,2026,LB,6,Jackson Kuwatch,00-0041119,0,defense,0,0.0
CAR,2026,LB,7,Claudin Cherelus,00-0038493,0,defense,0,0.0
CAR,2026,LB,8,Princely Umanmielen,00-0040136,0,defense,0,0.0
CAR,2026,LB,9,Thomas Incoom,00-0038791,0,defense,0,0.0
CAR,2026,LB,10,Tyrel Dodson,00-0035352,0,defense,0,0.0
CAR,2026,LB,11,Nic Scourton,00-0040746,0,defense,0,0.0
CAR,2026,LB,12,Bam Martin-Scott,00-0040289,0,defense,0,0.0
CAR,2026,QB,1,Bryce Young,00-0039150,0,offense,16,220.0
CAR,2026,QB,2,Kenny Pickett,00-0038102,0,offense,5,7.7
CAR,2026,QB,3,Haynes King,00-0041149,0,offense,0,0.0
CAR,2026,RB,1,Chuba Hubbard,00-0036555,0,offense,15,125.4
CAR,2026,RB,2,Jonathon Brooks,00-0039344,0,offense,0,0.0
CAR,2026,RB,3,AJ Dillon,00-0036265,0,offense,6,9.1
CAR,2026,RB,4,Trevor Etienne,00-0040644,0,offense,8,13.7
CAR,2026,TE,1,Tommy Tremble,00-0037005,0,offense,13,62.9
CAR,2026,TE,2,Mitchell Evans,00-0040187,0,offense,11,48.2
CAR,2026,TE,3,Darren Waller,00-0031610,0,offense,7,87.7
CAR,2026,TE,4,Feleipe Franks,00-0036825,0,offense,2,0.4
CAR,2026,TE,5,Ja'Tavion Sanders,00-0039356,0,offense,10,54.0
CAR,2026,WR,1,Tetairoa McMillan,00-0040124,0,offense,17,213.3
CAR,2026,WR,2,Jalen Coker,00-0039491,0,offense,10,86.4
CAR,2026,WR,3,Xavier Legette,00-0039342,0,offense,13,88.5
CAR,2026,WR,4,Brycen Tremayne,00-0038840,0,offense,7,30.0
CAR,2026,WR,5,John Metchie III,00-0037614,0,offense,10,70.3
CAR,2026,WR,6,Chris Brazzell II,00-0041047,0,offense,0,0.0
CHI,2026,DB,1,Jaylon Johnson,00-0036292,0,defense,0,0.0
CHI,2026,DB,2,Dillon Thieneman,00-0041538,0,defense,0,0.0
CHI,2026,DB,3,Xavier Woods,00-0033579,0,defense,0,0.0
CHI,2026,DB,4,Tyrique Stevenson,00-0039071,0,defense,0,0.0
CHI,2026,DB,5,Cam Lewis,00-0035357,0,defense,0,0.0
CHI,2026,DB,6,Josh Blackwell,00-0037129,0,defense,0,0.0
CHI,2026,DB,7,Elijah Hicks,00-0037096,0,defense,0,0.0
CHI,2026,DB,8,Skyler Thomas,00-0041175,0,defense,0,0.0
CHI,2026,DB,9,Clark Phillips III,00-0038568,0,defense,0,0.0
CHI,2026,DB,10,Malik Muhammad,00-0041060,0,defense,0,0.0
CHI,2026,DB,11,Coby Bryant,00-0038136,0,defense,0,0.0
CHI,2026,DB,12,Dallis Flowers,00-0037395,0,defense,0,0.0
CHI,2026,DB,13,Kyler Gordon,00-0038111,0,defense,0,0.0
CHI,2026,DL,1,Montez Sweat,00-0035647,0,defense,0,0.0
CHI,2026,DL,2,Grady Jarrett,00-0031583,0,defense,0,0.0
CHI,2026,DL,3,Kentavius Street,00-0034320,0,defense,0,0.0
CHI,2026,DL,4,James Lynch,00-0036337,0,defense,0,0.0
CHI,2026,DL,5,Austin Booker,00-0039840,0,defense,0,0.0
CHI,2026,DL,6,Neville Gallimore,00-0036366,0,defense,0,0.0
CHI,2026,DL,7,Jordan van den Berg,00-0041110,0,defense,0,0.0
CHI,2026,DL,8,Dayo Odeyingbo,00-0036480,0,defense,0,0.0
CHI,2026,DL,9,Daniel Hardy,00-0037843,0,defense,0,0.0
CHI,2026,DL,10,Jayden Loving,00-0041171,0,defense,0,0.0
CHI,2026,DL,11,Shemar Turner,00-0040741,0,defense,0,0.0
CHI,2026,DL,12,Jonathan Garvin,00-0036239,0,defense,0,0.0
CHI,2026,DL,13,Jamree Kromah,00-0039461,0,defense,0,0.0
CHI,2026,LB,1,Devin Bush,00-0035525,0,defense,0,0.0
CHI,2026,LB,2,T.J. Edwards,00-0035386,0,defense,0,0.0
CHI,2026,LB,3,D'Marco Jackson,00-0037271,0,defense,0,0.0
CHI,2026,LB,4,Tony Fields II,00-0036634,0,defense,0,0.0
CHI,2026,LB,5,Keyshaun Elliott,00-0041085,0,defense,0,0.0
CHI,2026,LB,6,Jack Sanborn,00-0037109,0,defense,0,0.0
CHI,2026,LB,7,Nephi Sewell,00-0037544,0,defense,0,0.0
CHI,2026,LB,8,Noah Sewell,00-0038390,0,defense,0,0.0
CHI,2026,LB,9,Ruben Hyppolite II,00-0040167,0,defense,0,0.0
CHI,2026,QB,1,Caleb Williams,00-0039918,0,offense,17,318.2
CHI,2026,QB,2,Tyson Bagent,00-0038416,0,offense,2,2.6
CHI,2026,QB,3,Case Keenum,00-0028986,0,offense,0,0.0
CHI,2026,RB,1,D'Andre Swift,00-0036275,0,offense,16,227.7
CHI,2026,RB,2,Kyle Monangai,00-0040236,0,offense,17,142.7
CHI,2026,RB,3,Roschon Johnson,00-0039021,0,offense,2,1.7
CHI,2026,RB,4,Brittain Brown,00-0037329,0,offense,1,9.7
CHI,2026,TE,1,Colston Loveland,00-0040126,0,offense,15,165.1
CHI,2026,TE,2,Cole Kmet,00-0036290,0,offense,15,75.7
CHI,2026,TE,3,Sam Roush,00-0041558,0,offense,0,0.0
CHI,2026,TE,4,Nikola Kalinic,00-0037031,0,offense,0,0.0
CHI,2026,TE,5,Hayden Large,00-0041170,0,offense,0,0.0
CHI,2026,WR,1,Rome Odunze,00-0039919,0,offense,11,144.1
CHI,2026,WR,2,Luther Burden III,00-0040735,0,offense,12,124.7
CHI,2026,WR,3,Kalif Raymond,00-0032464,0,offense,11,60.8
CHI,2026,WR,4,Zavion Thomas,00-0041051,0,offense,0,0.0
CHI,2026,WR,5,Jahdae Walker,00-0040277,0,offense,3,26.7
CIN,2026,DB,1,Dax Hill,00-0037743,0,defense,0,0.0
CIN,2026,DB,2,Jordan Battle,00-0038560,0,defense,0,0.0
CIN,2026,DB,3,Bryan Cook,00-0037193,0,defense,0,0.0
CIN,2026,DB,4,DJ Turner II,00-0038549,0,defense,0,0.0
CIN,2026,DB,5,Jalen Davis,00-0034446,0,defense,0,0.0
CIN,2026,DB,6,Tacario Davis,00-0041464,0,defense,0,0.0
CIN,2026,DB,7,Kyle Dugger,00-0036231,0,defense,0,0.0
CIN,2026,DB,8,PJ Jules,00-0039632,0,defense,0,0.0
CIN,2026,DB,9,DJ Ivey,00-0038642,0,defense,0,0.0
CIN,2026,DB,10,Josh Newton,00-0039375,0,defense,0,0.0
CIN,2026,DB,11,Ja'Sir Taylor,00-0037307,0,defense,0,0.0
CIN,2026,DL,1,Boye Mafe,00-0038133,0,defense,0,0.0
CIN,2026,DL,2,Dexter Lawrence II,00-0035683,0,defense,0,0.0
CIN,2026,DL,3,Jonathan Allen,00-0033523,0,defense,0,0.0
CIN,2026,DL,4,Myles Murphy,00-0038546,0,defense,0,0.0
CIN,2026,DL,5,Cashius Howell,00-0041546,0,defense,0,0.0
CIN,2026,DL,6,T.J. Slaton Jr.,00-0036642,0,defense,0,0.0
CIN,2026,DL,7,B.J. Hill,00-0034800,0,defense,0,0.0
CIN,2026,DL,8,Shemar Stewart,00-0040756,0,defense,0,0.0
CIN,2026,DL,9,Landon Robinson,00-0041118,0,defense,0,0.0
CIN,2026,DL,10,Kris Jenkins Jr.,00-0039908,0,defense,0,0.0
CIN,2026,DL,11,Cedric Johnson,00-0039752,0,defense,0,0.0
CIN,2026,LB,1,Demetrius Knight Jr.,00-0040738,0,defense,0,0.0
CIN,2026,LB,2,Barrett Carter,00-0040157,0,defense,0,0.0
CIN,2026,LB,3,Oren Burks,00-0034754,0,defense,0,0.0
CIN,2026,LB,4,Swayze Bozeman,00-0039313,0,defense,0,0.0
CIN,2026,QB,1,Joe Burrow,00-0036442,0,offense,8,134.5
CIN,2026,QB,2,Joe Flacco,00-0026158,0,offense,13,148.7
CIN,2026,RB,1,Chase Brown,00-0038597,0,offense,17,278.3
CIN,2026,RB,2,Samaje Perine,00-0033526,0,offense,14,77.9
CIN,2026,RB,3,Tahj Brooks,00-0040208,0,offense,6,6.4
CIN,2026,TE,1,Mike Gesicki,00-0034829,0,offense,12,70.7
CIN,2026,TE,2,Drew Sample,00-0035631,0,offense,7,29.2
CIN,2026,TE,3,Erick All Jr.,00-0039814,0,offense,0,0.0
CIN,2026,TE,4,Jack Endries,00-0041116,0,offense,0,0.0
CIN,2026,WR,1,Ja'Marr Chase,00-0036900,0,offense,16,313.6
CIN,2026,WR,2,Tee Higgins,00-0036410,0,offense,15,209.6
CIN,2026,WR,3,Andrei Iosivas,00-0038619,0,offense,13,89.9
CIN,2026,WR,4,Colbie Young,00-0041069,0,offense,0,0.0
CIN,2026,WR,5,Dohnte Meyers,00-0040785,0,offense,0,0.0
CIN,2026,WR,6,Ke'Shawn Williams,00-0040534,0,offense,3,2.5
CLE,2026,DB,1,Denzel Ward,00-0034856,0,defense,0,0.0
CLE,2026,DB,2,Grant Delpit,00-0036282,0,defense,0,0.0
CLE,2026,DB,3,Ronnie Hickman,00-0038715,0,defense,0,0.0
CLE,2026,DB,4,Tyson Campbell,00-0036974,0,defense,0,0.0
CLE,2026,DB,5,Myles Harden,00-0039417,0,defense,0,0.0
CLE,2026,DB,6,Toriano Pride Jr.,00-0041115,0,defense,0,0.0
CLE,2026,DB,7,Emmanuel McNeil-Warren,00-0041471,0,defense,0,0.0
CLE,2026,DB,8,Donovan McMillon,00-0040263,0,defense,0,0.0
CLE,2026,DB,9,Mekhi Blackmon,00-0038565,0,defense,0,0.0
CLE,2026,DB,10,Noah Igbinoghene,00-0036287,0,defense,0,0.0
CLE,2026,DB,11,Damarri Mathis,00-0038105,0,defense,0,0.0
CLE,2026,DB,12,Daniel Thomas,00-0036306,0,defense,0,0.0
CLE,2026,DL,1,Isaiah McGuire,00-0038574,0,defense,0,0.0
CLE,2026,DL,2,Mason Graham,00-0040685,0,defense,0,0.0
CLE,2026,DL,3,Maliek Collins,00-0033131,0,defense,0,0.0
CLE,2026,DL,4,Jared Verse,00-0039852,0,defense,0,0.0
CLE,2026,DL,5,Derek Barnett,00-0033876,0,defense,0,0.0
CLE,2026,DL,6,Adin Huntington,00-0040255,0,defense,0,0.0
CLE,2026,DL,7,Mike Hall Jr.,00-0039895,0,defense,0,0.0
CLE,2026,DL,8,Sam Williams,00-0037665,0,defense,0,0.0
CLE,2026,DL,9,Alex Wright,00-0037251,0,defense,0,0.0
CLE,2026,DL,10,Kalia Davis,00-0037832,0,defense,0,0.0
CLE,2026,DL,11,Elijah Chatman,00-0039764,0,defense,0,0.0
CLE,2026,LB,1,Easton Mascarenas-Arnold,00-0040261,0,defense,0,0.0
CLE,2026,LB,2,Carson Schwesinger,00-0040579,0,defense,0,0.0
CLE,2026,LB,3,Quincy Williams,00-0035680,0,defense,0,0.0
CLE,2026,LB,4,Winston Reid,00-0039515,0,defense,0,0.0
CLE,2026,LB,5,Edefuan Ulofoshio,00-0039878,0,defense,0,0.0
CLE,2026,LB,6,Justin Jefferson,00-0041075,0,defense,17,201.5
CLE,2026,LB,7,Jeremiah Owusu-Koramoah,00-0036915,0,defense,0,0.0
CLE,2026,QB,1,Deshaun Watson,00-0033537,0,offense,0,0.0
CLE,2026,QB,2,Shedeur Sanders,00-0040668,0,offense,8,86.9
CLE,2026,QB,3,Taylen Green,00-0041092,0,offense,0,0.0
CLE,2026,QB,4,Dillon Gabriel,00-0040704,0,offense,7,70.1
CLE,2026,RB,1,Quinshon Judkins,00-0040784,0,offense,14,167.8
CLE,2026,RB,2,Raheim Sanders,00-0040466,0,offense,4,20.3
CLE,2026,RB,3,Jaleel McLaughlin,00-0038794,0,offense,7,31.4
CLE,2026,RB,4,Dylan Sampson,00-0040162,0,offense,13,86.9
